Epoch	Train Loss	Vali Loss	Test Loss	MAE Loss
1		0.77218		1.37308	0.71775		0.58266
2		0.63235		1.36951	0.71527		0.58128
3		0.40843		0.75273	0.37785		0.4052
4		0.36047		0.7842	0.38297		0.40755
5		0.35056		0.76465	0.37624		0.40488
6		0.34223		0.76916	0.3746		0.40596
7		0.33761		0.77777	0.37728		0.40867
8		0.3365		0.76406	0.37662		0.40902
9		0.33564		0.7477	0.37571		0.40808
10		0.33436		0.7488	0.3758		0.40835












